Poway,49417,32.9628232,-117.0358646
San Jacinto,45851,33.7839084,-116.958635
San Bernardino,213708,34.1083449,-117.2897652
Victorville,121096,34.5362184,-117.2927641
Morgan Hill,40836,37.1305012,-121.6543901
Culver City,39428,34.0211224,-118.3964665
Elk Grove,161007,38.4087993,-121.3716178
Inglewood,111542,33.9616801,-118.3531311
Pasadena,139731,34.1477849,-118.1445155
Petaluma,59440,38.232417,-122.6366524
Folsom,73098,38.6779591,-121.1760583
Livermore,85156,37.6818745,-121.7680088
Rohnert Park,41398,38.3396367,-122.7010984
Alameda,76419,37.7652065,-122.2416355
Manteca,71948,37.7974273,-121.2160526
Bell Gardens,42889,33.9652918,-118.1514588
San Leandro,87965,37.7249296,-122.1560768
Vista,96929,33.2000368,-117.2425355
Lodi,63338,38.1341477,-121.2722194
National City,59834,32.6781085,-117.0991967
Hayward,151574,37.6688205,-122.0807964
Hanford,54686,36.3274502,-119.6456844
Cypress,49087,33.8169599,-118.0372852
Santa Ana,334227,33.7455731,-117.8678338
Roseville,127035,38.7521235,-121.2880059
Woodland,56590,38.6785157,-121.7732971
Hemet,81750,33.7475203,-116.9719684
San Marcos,89387,33.1433723,-117.1661449
Lakewood,81121,33.8536269,-118.1339563
El Cajon,102211,32.7947731,-116.9625269
Redondo Beach,67815,33.8491816,-118.3884078
Temecula,106780,33.4936391,-117.1483648
Santee,56105,32.8383828,-116.9739167
Oxnard,203007,34.1975048,-119.1770516
Paramount,54980,33.8894598,-118.1597911
Anaheim,345012,33.8352932,-117.9145036
Monrovia,37101,34.1442616,-118.0019482
South San Francisco,66174,37.654656,-122.4077498
Whittier,86635,33.9791793,-118.032844
Beaumont,40481,33.9294606,-116.977248
Norwalk,106589,33.9022367,-118.081733
Highland,54291,34.1283442,-117.2086513
Rancho Cordova,67911,38.5890723,-121.302728
Burbank,104709,34.1808392,-118.3089661
Fullerton,138981,33.8703596,-117.9242966
Pico Rivera,63771,33.9830688,-118.096735
Cerritos,49707,33.8583483,-118.0647871
La Puente,40435,34.0200114,-117.9495083
San Jose,998537,37.3382082,-121.8863286
Irvine,236716,33.6839473,-117.7946942
Pacifica,38606,37.6138253,-122.4869194
Lancaster,159523,34.6867846,-118.1541632
Cupertino,60189,37.3229978,-122.0321823
Gilroy,51701,37.0057816,-121.5682751
Fresno,509924,36.7468422,-119.7725868
San Gabriel,40275,34.0961111,-118.1058333
Redwood City,80872,37.4852152,-122.2363548
Union City,72528,37.5933918,-122.0438298
Aliso Viejo,50175,33.5676842,-117.7256083
Menifee,83447,33.6971468,-117.185294
San Ramon,74513,37.7799273,-121.9780153
Ontario,167500,34.0633443,-117.6508876
Glendale,196021,34.1425078,-118.255075
Gardena,59957,33.8883487,-118.3089624
West Sacramento,49891,38.5804609,-121.530234
San Rafael,58994,37.9735346,-122.5310874
Stockton,298118,37.9577016,-121.2907796
Laguna Niguel,64652,33.5225261,-117.7075526
Costa Mesa,112174,33.6411316,-117.9186689
Encinitas,61588,33.0369867,-117.2919818
Huntington Park,58879,33.9816812,-118.2250725
Richmond,107571,37.9357576,-122.3477486
Newark,44096,37.5296593,-122.0402399
Diamond Bar,56449,34.0286226,-117.8103367
Baldwin Park,76635,34.0852868,-117.9608978
San Luis Obispo,46377,35.2827524,-120.6596156
Brentwood,55000,37.931868,-121.6957863
Davis,66205,38.5449065,-121.7405167
La Mirada,49133,33.9172357,-118.0120086
Garden Grove,175140,33.7739053,-117.9414477
Lynwood,71371,33.930293,-118.2114603
Los Angeles,3884307,34.0522342,-118.2436849
Yucaipa,52536,34.033625,-117.0430865
Downey,113242,33.9401088,-118.1331593
South Gate,95677,33.954737,-118.2120161
Huntington Beach,197575,33.660297,-117.9992265
Stanton,38623,33.8025155,-117.9931165
Santa Clara,120245,37.3541079,-121.9552356
Oceanside,172794,33.1958696,-117.3794834
Lake Forest,79312,33.6469661,-117.689218
Compton,97877,33.8958492,-118.2200712
Yuba City,65416,39.1404477,-121.6169108
Vacaville,94275,38.3565773,-121.9877444
Santa Monica,92472,34.0194543,-118.4911912
La Quinta,39331,33.6633573,-116.3100095
Delano,52403,35.7688425,-119.2470536
Corona,159503,33.8752935,-117.5664384
Rocklin,59738,38.7907339,-121.2357828
Santa Clarita,179590,34.3916641,-118.542586
Hesperia,92147,34.4263886,-117.3008784
Rosemead,54561,34.0805651,-118.072846
Rancho Cucamonga,171386,34.1063989,-117.5931084
Watsonville,52477,36.910231,-121.7568946
Carlsbad,110972,33.1580933,-117.3505939
Redding,91119,40.5865396,-122.3916754
Bakersfield,363630,35.3732921,-119.0187125
El Monte,115708,34.0686206,-118.0275667
Danville,43341,37.8215929,-121.9999606
Santa Barbara,90412,34.4208305,-119.6981901
Simi Valley,126181,34.2694474,-118.781482
West Covina,107740,34.0686208,-117.9389526
Carson,92599,33.8316745,-118.281693
Santa Maria,102216,34.9530337,-120.4357191
La Mesa,58642,32.7678287,-117.0230839
Turlock,70365,37.4946568,-120.8465941
Martinez,37165,38.0193657,-122.1341321
Thousand Oaks,128731,34.1705609,-118.8375937
Azusa,47842,34.1336186,-117.9075627
Torrance,147478,33.8358492,-118.3406288
Oakley,38194,37.9974219,-121.7124536
Palo Alto,66642,37.4418834,-122.1430195
